Estación,Latitud,Longitud,Fecha Inicio Evento,Fecha,Fecha Final Evento,Valor,Acumulado 10 dias ,Acumulado 30 dias ,Acumulado 60 dias ,Acumulado 90 dias ,MOVIMIENTO
datos_11140010,8.0,-76.95,1987-07-15,1987-07-15,1987-07-15,42.0,0.0,0.0,0.0,0.0,NO
datos_11140010,8.0,-76.95,1987-07-16,1987-07-16,1987-07-16,20.0,42.0,42.0,42.0,42.0,NO
datos_11140010,8.0,-76.95,1987-07-20,1987-07-20,1987-07-20,24.0,62.0,62.0,62.0,62.0,NO
datos_11140010,8.0,-76.95,1987-07-21,1987-07-21,1987-07-21,19.0,86.0,86.0,86.0,86.0,NO
datos_11140010,8.0,-76.95,1987-07-26,1987-07-26,1987-07-26,40.0,105.0,105.0,105.0,105.0,NO
datos_11140010,8.0,-76.95,1987-07-27,1987-07-27,1987-07-27,35.0,103.0,145.0,145.0,145.0,NO
datos_11140010,8.0,-76.95,1987-07-28,1987-07-28,1987-07-28,7.0,118.0,180.0,180.0,180.0,NO
datos_11140010,8.0,-76.95,1987-07-31,1987-07-31,1987-07-31,70.0,125.0,187.0,187.0,187.0,NO
datos_11140010,8.0,-76.95,1987-08-01,1987-08-01,1987-08-01,1.0,171.0,257.0,257.0,257.0,NO
datos_11140010,8.0,-76.95,1987-08-04,1987-08-04,1987-08-04,71.0,153.0,258.0,258.0,258.0,NO
datos_11140010,8.0,-76.95,1987-08-06,1987-08-06,1987-08-06,45.0,224.0,329.0,329.0,329.0,NO
datos_11140010,8.0,-76.95,1987-08-07,1987-08-07,1987-08-07,70.0,229.0,374.0,374.0,374.0,NO
datos_11140010,8.0,-76.95,1987-08-08,1987-08-08,1987-08-08,3.0,264.0,444.0,444.0,444.0,NO
datos_11140010,8.0,-76.95,1987-08-09,1987-08-09,1987-08-09,16.0,260.0,447.0,447.0,447.0,NO
datos_11140010,8.0,-76.95,1987-08-10,1987-08-10,1987-08-10,17.0,276.0,463.0,463.0,463.0,NO
datos_11140010,8.0,-76.95,1987-08-12,1987-08-12,1987-08-12,2.0,223.0,480.0,480.0,480.0,NO
datos_11140010,8.0,-76.95,1987-08-15,1987-08-15,1987-08-15,4.0,224.0,482.0,482.0,482.0,NO
datos_11140010,8.0,-76.95,1987-08-16,1987-08-16,1987-08-16,21.0,157.0,444.0,486.0,486.0,NO
datos_11140010,8.0,-76.95,1987-08-17,1987-08-17,1987-08-17,6.0,178.0,445.0,507.0,507.0,NO
datos_11140010,8.0,-76.95,1987-08-18,1987-08-18,1987-08-18,17.0,139.0,451.0,513.0,513.0,NO
datos_11140010,8.0,-76.95,1987-08-19,1987-08-19,1987-08-19,37.0,86.0,468.0,530.0,530.0,NO
datos_11140010,8.0,-76.95,1987-08-20,1987-08-20,1987-08-20,58.0,120.0,505.0,567.0,567.0,NO
datos_11140010,8.0,-76.95,1987-08-21,1987-08-21,1987-08-21,7.0,162.0,539.0,625.0,625.0,NO
datos_11140010,8.0,-76.95,1987-08-25,1987-08-25,1987-08-25,45.0,150.0,527.0,632.0,632.0,NO
datos_11140010,8.0,-76.95,1987-08-26,1987-08-26,1987-08-26,10.0,195.0,572.0,677.0,677.0,NO
datos_11140010,8.0,-76.95,1987-08-27,1987-08-27,1987-08-27,22.0,201.0,542.0,687.0,687.0,NO
datos_11140010,8.0,-76.95,1987-08-29,1987-08-29,1987-08-29,38.0,196.0,522.0,709.0,709.0,NO
datos_11140010,8.0,-76.95,1987-08-30,1987-08-30,1987-08-30,45.0,217.0,560.0,747.0,747.0,NO
datos_11140010,8.0,-76.95,1987-08-31,1987-08-31,1987-08-31,92.0,225.0,605.0,792.0,792.0,NO
datos_11140010,8.0,-76.95,1987-09-09,1987-09-09,1987-09-09,58.0,175.0,437.0,884.0,884.0,NO
datos_11140010,8.0,-76.95,1987-09-17,1987-09-17,1987-09-17,50.0,58.0,435.0,880.0,942.0,NO
datos_11140010,8.0,-76.95,1987-09-18,1987-09-18,1987-09-18,90.0,108.0,479.0,930.0,992.0,NO
datos_11140010,8.0,-76.95,1987-09-19,1987-09-19,1987-09-19,20.0,198.0,552.0,1020.0,1082.0,NO
datos_11140010,8.0,-76.95,1987-09-20,1987-09-20,1987-09-20,10.0,218.0,535.0,1016.0,1102.0,NO
datos_11140010,8.0,-76.95,1987-09-21,1987-09-21,1987-09-21,53.0,170.0,487.0,1007.0,1112.0,NO
datos_11140010,8.0,-76.95,1987-09-22,1987-09-22,1987-09-22,22.0,223.0,533.0,1060.0,1165.0,NO
datos_11140010,8.0,-76.95,1987-09-24,1987-09-24,1987-09-24,40.0,245.0,555.0,1082.0,1187.0,NO
datos_11140010,8.0,-76.95,1987-09-25,1987-09-25,1987-09-25,53.0,285.0,595.0,1122.0,1227.0,NO
datos_11140010,8.0,-76.95,1987-09-26,1987-09-26,1987-09-26,15.0,338.0,603.0,1135.0,1280.0,NO
datos_11140010,8.0,-76.95,1987-09-27,1987-09-27,1987-09-27,20.0,353.0,608.0,1115.0,1295.0,NO
datos_11140010,8.0,-76.95,1987-09-29,1987-09-29,1987-09-29,10.0,323.0,606.0,1128.0,1315.0,NO
datos_11140010,8.0,-76.95,1987-09-30,1987-09-30,1987-09-30,22.0,243.0,578.0,1138.0,1325.0,NO
datos_11140010,8.0,-76.95,1987-10-01,1987-10-01,1987-10-01,20.0,245.0,555.0,1090.0,1347.0,NO
datos_11140010,8.0,-76.95,1987-10-03,1987-10-03,1987-10-03,15.0,202.0,483.0,1109.0,1367.0,NO
datos_11140010,8.0,-76.95,1987-11-14,1987-11-14,1987-11-14,130.0,0.0,0.0,440.0,900.0,NO
datos_11140010,8.0,-76.95,1988-04-01,1988-04-01,1988-04-01,35.0,0.0,0.0,0.0,0.0,NO
datos_11140010,8.0,-76.95,1988-04-08,1988-04-08,1988-04-08,37.0,35.0,35.0,35.0,35.0,NO
datos_11140010,8.0,-76.95,1988-04-11,1988-04-11,1988-04-11,54.0,72.0,72.0,72.0,72.0,NO
datos_11140010,8.0,-76.95,1988-04-18,1988-04-18,1988-04-18,3.0,91.0,126.0,126.0,126.0,NO
datos_11140010,8.0,-76.95,1988-04-22,1988-04-22,1988-04-22,1.0,57.0,129.0,129.0,129.0,NO
datos_11140010,8.0,-76.95,1988-04-25,1988-04-25,1988-04-25,11.0,4.0,130.0,130.0,130.0,NO
datos_11140010,8.0,-76.95,1988-04-26,1988-04-26,1988-04-26,19.0,15.0,141.0,141.0,141.0,NO
datos_11140010,8.0,-76.95,1988-04-27,1988-04-27,1988-04-27,3.0,34.0,160.0,160.0,160.0,NO
datos_11140010,8.0,-76.95,1988-04-28,1988-04-28,1988-04-28,122.0,37.0,163.0,163.0,163.0,NO
datos_11140010,8.0,-76.95,1988-05-01,1988-05-01,1988-05-01,3.0,156.0,285.0,285.0,285.0,NO
datos_11140010,8.0,-76.95,1988-05-02,1988-05-02,1988-05-02,14.0,159.0,288.0,288.0,288.0,NO
datos_11140010,8.0,-76.95,1988-05-03,1988-05-03,1988-05-03,11.0,173.0,267.0,302.0,302.0,NO
datos_11140010,8.0,-76.95,1988-05-06,1988-05-06,1988-05-06,35.0,183.0,278.0,313.0,313.0,NO
datos_11140010,8.0,-76.95,1988-05-09,1988-05-09,1988-05-09,3.0,185.0,313.0,348.0,348.0,NO
datos_11140010,8.0,-76.95,1988-05-10,1988-05-10,1988-05-10,61.0,66.0,279.0,351.0,351.0,NO
datos_11140010,8.0,-76.95,1988-05-14,1988-05-14,1988-05-14,21.0,110.0,286.0,412.0,412.0,NO
datos_11140010,8.0,-76.95,1988-05-19,1988-05-19,1988-05-19,5.0,85.0,307.0,433.0,433.0,NO
datos_11140010,8.0,-76.95,1988-05-20,1988-05-20,1988-05-20,12.0,90.0,309.0,438.0,438.0,NO
datos_11140010,8.0,-76.95,1988-05-21,1988-05-21,1988-05-21,47.0,99.0,321.0,450.0,450.0,NO
datos_11140010,8.0,-76.95,1988-05-24,1988-05-24,1988-05-24,95.0,85.0,367.0,497.0,497.0,NO
datos_11140010,8.0,-76.95,1988-05-25,1988-05-25,1988-05-25,3.0,180.0,462.0,592.0,592.0,NO
datos_11140010,8.0,-76.95,1988-05-29,1988-05-29,1988-05-29,4.0,162.0,432.0,595.0,595.0,NO
datos_11140010,8.0,-76.95,1988-06-07,1988-06-07,1988-06-07,33.0,4.0,251.0,564.0,599.0,NO
datos_11140010,8.0,-76.95,1988-06-09,1988-06-09,1988-06-09,71.0,37.0,284.0,560.0,632.0,NO
datos_11140010,8.0,-76.95,1988-06-10,1988-06-10,1988-06-10,2.0,104.0,352.0,631.0,703.0,NO
datos_11140010,8.0,-76.95,1988-06-18,1988-06-18,1988-06-18,71.0,106.0,272.0,579.0,705.0,NO
datos_11140010,8.0,-76.95,1988-06-21,1988-06-21,1988-06-21,41.0,73.0,326.0,647.0,776.0,NO
datos_11140010,8.0,-76.95,1988-06-23,1988-06-23,1988-06-23,11.0,112.0,320.0,687.0,817.0,NO
datos_11140010,8.0,-76.95,1988-06-26,1988-06-26,1988-06-26,2.0,123.0,233.0,687.0,828.0,NO
datos_11140010,8.0,-76.95,1988-06-27,1988-06-27,1988-06-27,5.0,125.0,235.0,670.0,830.0,NO
datos_11140010,8.0,-76.95,1988-06-29,1988-06-29,1988-06-29,28.0,130.0,240.0,550.0,835.0,NO
datos_11140010,8.0,-76.95,1988-07-08,1988-07-08,1988-07-08,47.0,33.0,264.0,515.0,828.0,NO
datos_11140010,8.0,-76.95,1988-07-09,1988-07-09,1988-07-09,34.0,75.0,278.0,562.0,838.0,NO
datos_11140010,8.0,-76.95,1988-07-10,1988-07-10,1988-07-10,6.0,109.0,312.0,593.0,872.0,NO
datos_11140010,8.0,-76.95,1988-07-11,1988-07-11,1988-07-11,6.0,87.0,247.0,538.0,878.0,NO
datos_11140010,8.0,-76.95,1988-07-13,1988-07-13,1988-07-13,5.0,93.0,251.0,544.0,830.0,NO
datos_11140010,8.0,-76.95,1988-07-14,1988-07-14,1988-07-14,21.0,98.0,256.0,549.0,835.0,NO
datos_11140010,8.0,-76.95,1988-07-15,1988-07-15,1988-07-15,32.0,119.0,277.0,549.0,856.0,NO
datos_11140010,8.0,-76.95,1988-07-16,1988-07-16,1988-07-16,40.0,151.0,309.0,581.0,888.0,NO
datos_11140010,8.0,-76.95,1988-07-18,1988-07-18,1988-07-18,70.0,191.0,349.0,621.0,928.0,NO
datos_11140010,8.0,-76.95,1988-07-19,1988-07-19,1988-07-19,3.0,261.0,419.0,691.0,995.0,NO
datos_11140010,8.0,-76.95,1988-07-20,1988-07-20,1988-07-20,21.0,217.0,351.0,689.0,998.0,NO
datos_11140010,8.0,-76.95,1988-07-21,1988-07-21,1988-07-21,11.0,204.0,372.0,698.0,1019.0,NO
datos_11140010,8.0,-76.95,1988-07-24,1988-07-24,1988-07-24,72.0,203.0,342.0,662.0,1029.0,NO
datos_11140010,8.0,-76.95,1988-07-25,1988-07-25,1988-07-25,82.0,270.0,403.0,639.0,1101.0,NO
datos_11140010,8.0,-76.95,1988-07-27,1988-07-27,1988-07-27,10.0,299.0,485.0,718.0,1153.0,NO
datos_11140010,8.0,-76.95,1988-07-29,1988-07-29,1988-07-29,4.0,269.0,488.0,728.0,1038.0,NO
datos_11140010,8.0,-76.95,1988-07-30,1988-07-30,1988-07-30,29.0,203.0,492.0,728.0,1042.0,NO
datos_11140010,8.0,-76.95,1988-07-31,1988-07-31,1988-07-31,29.0,229.0,493.0,757.0,1071.0,NO
datos_11140010,8.0,-76.95,1988-08-01,1988-08-01,1988-08-01,11.0,237.0,522.0,786.0,1097.0,NO
datos_11140010,8.0,-76.95,1988-08-03,1988-08-03,1988-08-03,18.0,237.0,533.0,797.0,1083.0,NO
datos_11140010,8.0,-76.95,1988-08-05,1988-08-05,1988-08-05,27.0,183.0,551.0,815.0,1101.0,NO
datos_11140010,8.0,-76.95,1988-08-06,1988-08-06,1988-08-06,30.0,128.0,578.0,842.0,1093.0,NO
datos_11140010,8.0,-76.95,1988-08-07,1988-08-07,1988-08-07,15.0,158.0,608.0,872.0,1123.0,NO
datos_11140010,8.0,-76.95,1988-08-09,1988-08-09,1988-08-09,85.0,163.0,576.0,854.0,1135.0,NO
datos_11140010,8.0,-76.95,1988-08-11,1988-08-11,1988-08-11,12.0,215.0,621.0,866.0,1159.0,NO
datos_11140010,8.0,-76.95,1988-08-12,1988-08-12,1988-08-12,64.0,198.0,627.0,878.0,1171.0,NO
datos_11140010,8.0,-76.95,1988-08-16,1988-08-16,1988-08-16,3.0,233.0,633.0,942.0,1214.0,NO
datos_11140010,8.0,-76.95,1988-08-17,1988-08-17,1988-08-17,27.0,209.0,596.0,945.0,1217.0,NO
datos_11140010,8.0,-76.95,1988-08-18,1988-08-18,1988-08-18,16.0,206.0,623.0,972.0,1244.0,NO
datos_11140010,8.0,-76.95,1988-08-21,1988-08-21,1988-08-21,3.0,122.0,545.0,917.0,1196.0,NO
datos_11140010,8.0,-76.95,1988-08-23,1988-08-23,1988-08-23,17.0,113.0,537.0,879.0,1199.0,NO
datos_11140010,8.0,-76.95,1988-08-24,1988-08-24,1988-08-24,18.0,66.0,554.0,885.0,1121.0,NO
datos_11140010,8.0,-76.95,1988-08-26,1988-08-26,1988-08-26,8.0,84.0,418.0,903.0,1136.0,NO
datos_11140010,8.0,-76.95,1988-08-28,1988-08-28,1988-08-28,2.0,89.0,416.0,904.0,1144.0,NO
datos_11140010,8.0,-76.95,1988-08-29,1988-08-29,1988-08-29,3.0,64.0,418.0,906.0,1142.0,NO
datos_11140010,8.0,-76.95,1988-09-01,1988-09-01,1988-09-01,55.0,51.0,359.0,881.0,1145.0,NO
datos_11140010,8.0,-76.95,1988-09-02,1988-09-02,1988-09-02,35.0,103.0,403.0,936.0,1200.0,NO
datos_11140010,8.0,-76.95,1988-09-03,1988-09-03,1988-09-03,5.0,138.0,438.0,971.0,1235.0,NO
datos_11140010,8.0,-76.95,1988-09-05,1988-09-05,1988-09-05,110.0,108.0,425.0,976.0,1240.0,NO
datos_11140010,8.0,-76.95,1988-09-09,1988-09-09,1988-09-09,5.0,208.0,463.0,1005.0,1246.0,NO
datos_11140010,8.0,-76.95,1988-09-20,1988-09-20,1988-09-20,35.0,5.0,261.0,806.0,1178.0,NO
datos_11140010,8.0,-76.95,1988-09-21,1988-09-21,1988-09-21,32.0,35.0,296.0,830.0,1172.0,NO
datos_11140010,8.0,-76.95,1988-09-22,1988-09-22,1988-09-22,14.0,67.0,325.0,862.0,1204.0,NO
datos_11140010,8.0,-76.95,1988-09-24,1988-09-24,1988-09-24,6.0,81.0,322.0,804.0,1207.0,NO
datos_11140010,8.0,-76.95,1988-09-26,1988-09-26,1988-09-26,9.0,87.0,310.0,728.0,1211.0,NO
datos_11140010,8.0,-76.95,1988-09-27,1988-09-27,1988-09-27,21.0,96.0,311.0,727.0,1215.0,NO
datos_11140010,8.0,-76.95,1988-09-28,1988-09-28,1988-09-28,6.0,117.0,332.0,748.0,1236.0,NO
datos_11140010,8.0,-76.95,1988-10-03,1988-10-03,1988-10-03,55.0,56.0,278.0,681.0,1214.0,NO
datos_11140010,8.0,-76.95,1988-10-04,1988-10-04,1988-10-04,5.0,97.0,298.0,718.0,1269.0,NO
datos_11140010,8.0,-76.95,1988-10-05,1988-10-05,1988-10-05,17.0,102.0,298.0,723.0,1274.0,NO
datos_11140010,8.0,-76.95,1988-10-07,1988-10-07,1988-10-07,33.0,113.0,205.0,683.0,1291.0,NO
datos_11140010,8.0,-76.95,1988-10-09,1988-10-09,1988-10-09,5.0,116.0,238.0,701.0,1243.0,NO
datos_11140010,8.0,-76.95,1988-10-13,1988-10-13,1988-10-13,12.0,115.0,238.0,545.0,1231.0,NO
datos_11140010,8.0,-76.95,1988-10-16,1988-10-16,1988-10-16,78.0,67.0,250.0,557.0,1150.0,NO
datos_11140010,8.0,-76.95,1988-10-18,1988-10-18,1988-10-18,13.0,128.0,328.0,605.0,1158.0,NO
datos_11140010,8.0,-76.95,1988-10-23,1988-10-23,1988-10-23,40.0,103.0,274.0,599.0,1136.0,NO
datos_11140010,8.0,-76.95,1988-10-26,1988-10-26,1988-10-26,4.0,131.0,294.0,604.0,1022.0,NO
datos_11140010,8.0,-76.95,1988-10-28,1988-10-28,1988-10-28,10.0,57.0,289.0,600.0,1016.0,NO
datos_11140010,8.0,-76.95,1988-10-30,1988-10-30,1988-10-30,50.0,54.0,272.0,605.0,993.0,NO
datos_11140010,8.0,-76.95,1988-11-02,1988-11-02,1988-11-02,17.0,104.0,322.0,600.0,1003.0,NO
datos_11140010,8.0,-76.95,1988-11-03,1988-11-03,1988-11-03,25.0,121.0,339.0,582.0,1002.0,NO
datos_11140010,8.0,-76.95,1988-11-04,1988-11-04,1988-11-04,12.0,106.0,309.0,602.0,1027.0,NO
datos_11140010,8.0,-76.95,1988-11-19,1988-11-19,1988-11-19,2.0,0.0,158.0,499.0,760.0,NO
datos_11140010,8.0,-76.95,1988-11-21,1988-11-21,1988-11-21,10.0,2.0,160.0,466.0,759.0,NO
datos_11140010,8.0,-76.95,1988-11-30,1988-11-30,1988-11-30,30.0,12.0,116.0,388.0,721.0,NO
datos_11140010,8.0,-76.95,1988-12-02,1988-12-02,1988-12-02,29.0,40.0,96.0,418.0,696.0,NO
datos_11140010,8.0,-76.95,1988-12-03,1988-12-03,1988-12-03,38.0,59.0,125.0,447.0,690.0,NO
datos_11140010,8.0,-76.95,1988-12-04,1988-12-04,1988-12-04,5.0,97.0,146.0,430.0,723.0,NO
datos_11140010,8.0,-76.95,1988-12-07,1988-12-07,1988-12-07,9.0,102.0,114.0,413.0,618.0,NO
datos_11140010,8.0,-76.95,1988-12-08,1988-12-08,1988-12-08,9.0,111.0,123.0,389.0,627.0,NO
datos_11140010,8.0,-76.95,1988-12-14,1988-12-14,1988-12-14,17.0,61.0,132.0,381.0,631.0,NO
datos_11140010,8.0,-76.95,1988-12-16,1988-12-16,1988-12-16,40.0,35.0,149.0,398.0,648.0,NO
datos_11140010,8.0,-76.95,1988-12-17,1988-12-17,1988-12-17,4.0,75.0,189.0,360.0,688.0,NO
datos_11140010,8.0,-76.95,1988-12-28,1988-12-28,1988-12-28,25.0,4.0,181.0,307.0,575.0,NO
datos_11140010,8.0,-76.95,1989-01-01,1989-01-01,1989-01-01,20.0,25.0,176.0,272.0,594.0,NO
datos_11140010,8.0,-76.95,1989-01-02,1989-01-02,1989-01-02,6.0,45.0,196.0,292.0,614.0,NO
datos_11140010,8.0,-76.95,1989-01-04,1989-01-04,1989-01-04,145.0,51.0,135.0,256.0,560.0,NO
datos_11140010,8.0,-76.95,1989-01-06,1989-01-06,1989-01-06,41.0,196.0,275.0,389.0,688.0,NO
datos_11140010,8.0,-76.95,1989-02-11,1989-02-11,1989-02-11,2.0,0.0,0.0,298.0,430.0,NO
datos_11140010,8.0,-76.95,1989-02-21,1989-02-21,1989-02-21,7.0,2.0,2.0,239.0,420.0,NO
datos_11140010,8.0,-76.95,1989-02-24,1989-02-24,1989-02-24,10.0,7.0,9.0,246.0,427.0,NO
datos_11140010,8.0,-76.95,1989-03-06,1989-03-06,1989-03-06,2.0,10.0,19.0,205.0,335.0,NO
datos_11140010,8.0,-76.95,1989-03-10,1989-03-10,1989-03-10,14.0,2.0,21.0,21.0,319.0,NO
datos_11140010,8.0,-76.95,1989-03-12,1989-03-12,1989-03-12,7.0,16.0,35.0,35.0,333.0,NO
datos_11140010,8.0,-76.95,1989-03-13,1989-03-13,1989-03-13,2.0,23.0,42.0,42.0,340.0,NO
datos_11140010,8.0,-76.95,1989-03-21,1989-03-21,1989-03-21,2.0,23.0,42.0,44.0,281.0,NO
datos_11140010,8.0,-76.95,1989-03-22,1989-03-22,1989-03-22,1.0,11.0,44.0,46.0,283.0,NO
datos_11140010,8.0,-76.95,1989-03-26,1989-03-26,1989-03-26,20.0,3.0,38.0,47.0,284.0,NO
datos_11140010,8.0,-76.95,1989-03-27,1989-03-27,1989-03-27,10.0,23.0,58.0,67.0,304.0,NO
datos_11140010,8.0,-76.95,1989-04-05,1989-04-05,1989-04-05,8.0,30.0,58.0,77.0,263.0,NO
datos_11140010,8.0,-76.95,1989-04-06,1989-04-06,1989-04-06,10.0,38.0,66.0,85.0,126.0,NO
datos_11140010,8.0,-76.95,1989-04-27,1989-04-27,1989-04-27,10.0,0.0,28.0,76.0,95.0,NO
datos_11140010,8.0,-76.95,1989-04-28,1989-04-28,1989-04-28,6.0,10.0,28.0,86.0,105.0,NO
datos_11140010,8.0,-76.95,1989-04-30,1989-04-30,1989-04-30,50.0,16.0,34.0,92.0,111.0,NO
datos_11140010,8.0,-76.95,1989-05-02,1989-05-02,1989-05-02,5.0,66.0,84.0,142.0,161.0,NO
datos_11140010,8.0,-76.95,1989-05-06,1989-05-06,1989-05-06,18.0,71.0,89.0,147.0,166.0,NO
datos_11140010,8.0,-76.95,1989-05-07,1989-05-07,1989-05-07,10.0,89.0,99.0,163.0,184.0,NO
datos_11140010,8.0,-76.95,1989-05-08,1989-05-08,1989-05-08,5.0,99.0,99.0,173.0,194.0,NO
datos_11140010,8.0,-76.95,1989-05-10,1989-05-10,1989-05-10,29.0,88.0,104.0,178.0,199.0,NO
datos_11140010,8.0,-76.95,1989-05-11,1989-05-11,1989-05-11,7.0,117.0,133.0,193.0,228.0,NO
datos_11140010,8.0,-76.95,1989-05-13,1989-05-13,1989-05-13,7.0,74.0,140.0,193.0,235.0,NO
datos_11140010,8.0,-76.95,1989-05-15,1989-05-15,1989-05-15,40.0,76.0,147.0,198.0,240.0,NO
datos_11140010,8.0,-76.95,1989-05-16,1989-05-16,1989-05-16,3.0,116.0,187.0,238.0,280.0,NO
datos_11140010,8.0,-76.95,1989-05-21,1989-05-21,1989-05-21,13.0,86.0,190.0,241.0,283.0,NO
datos_11140010,8.0,-76.95,1989-05-22,1989-05-22,1989-05-22,8.0,70.0,203.0,252.0,296.0,NO
datos_11140010,8.0,-76.95,1989-05-23,1989-05-23,1989-05-23,8.0,71.0,211.0,259.0,304.0,NO
datos_11140010,8.0,-76.95,1989-05-24,1989-05-24,1989-05-24,12.0,79.0,219.0,267.0,305.0,NO
datos_11140010,8.0,-76.95,1989-05-25,1989-05-25,1989-05-25,10.0,84.0,231.0,279.0,317.0,NO
datos_11140010,8.0,-76.95,1989-05-26,1989-05-26,1989-05-26,22.0,94.0,241.0,289.0,327.0,NO
datos_11140010,8.0,-76.95,1989-06-05,1989-06-05,1989-06-05,30.0,32.0,192.0,281.0,339.0,NO
datos_11140010,8.0,-76.95,1989-06-08,1989-06-08,1989-06-08,135.0,30.0,194.0,293.0,367.0,NO
datos_11140010,8.0,-76.95,1989-06-11,1989-06-11,1989-06-11,36.0,165.0,295.0,428.0,488.0,NO
datos_11140010,8.0,-76.95,1989-06-12,1989-06-12,1989-06-12,8.0,201.0,324.0,464.0,517.0,NO
datos_11140010,8.0,-76.95,1989-06-15,1989-06-15,1989-06-15,6.0,209.0,325.0,472.0,523.0,NO
datos_11140010,8.0,-76.95,1989-06-16,1989-06-16,1989-06-16,57.0,215.0,291.0,478.0,529.0,NO
datos_11140010,8.0,-76.95,1989-06-17,1989-06-17,1989-06-17,2.0,242.0,345.0,535.0,586.0,NO
datos_11140010,8.0,-76.95,1989-06-18,1989-06-18,1989-06-18,13.0,244.0,347.0,537.0,588.0,NO
datos_11140010,8.0,-76.95,1989-06-21,1989-06-21,1989-06-21,11.0,122.0,360.0,550.0,599.0,NO
datos_11140010,8.0,-76.95,1989-06-22,1989-06-22,1989-06-22,51.0,133.0,358.0,561.0,609.0,NO
datos_11140010,8.0,-76.95,1989-06-24,1989-06-24,1989-06-24,13.0,140.0,393.0,612.0,660.0,NO
datos_11140010,8.0,-76.95,1989-06-26,1989-06-26,1989-06-26,58.0,153.0,384.0,625.0,653.0,NO
datos_11140010,8.0,-76.95,1989-06-27,1989-06-27,1989-06-27,7.0,205.0,420.0,683.0,701.0,NO
datos_11140010,8.0,-76.95,1989-06-29,1989-06-29,1989-06-29,14.0,153.0,427.0,674.0,708.0,NO
datos_12010010,7.766388889,-76.85527778,1972-03-01,1972-03-01,1972-03-01,10.0,0.0,0.0,0.0,0.0,NO
datos_12010010,7.766388889,-76.85527778,1972-03-02,1972-03-02,1972-03-02,29.0,10.0,10.0,10.0,10.0,NO
datos_12010010,7.766388889,-76.85527778,1972-03-03,1972-03-03,1972-03-03,155.0,39.0,39.0,39.0,39.0,NO
datos_12010010,7.766388889,-76.85527778,1972-03-19,1972-03-19,1972-03-19,90.0,0.0,194.0,194.0,194.0,NO
datos_12010010,7.766388889,-76.85527778,1972-03-21,1972-03-21,1972-03-21,15.0,90.0,284.0,284.0,284.0,NO
datos_12010010,7.766388889,-76.85527778,1972-03-25,1972-03-25,1972-03-25,30.0,105.0,299.0,299.0,299.0,NO
datos_12010010,7.766388889,-76.85527778,1972-03-28,1972-03-28,1972-03-28,20.0,135.0,329.0,329.0,329.0,NO
datos_12010010,7.766388889,-76.85527778,1972-03-30,1972-03-30,1972-03-30,20.0,155.0,349.0,349.0,349.0,NO
datos_12010010,7.766388889,-76.85527778,1972-03-31,1972-03-31,1972-03-31,10.0,85.0,369.0,369.0,369.0,NO
datos_12010010,7.766388889,-76.85527778,1972-04-10,1972-04-10,1972-04-10,12.0,30.0,185.0,379.0,379.0,NO
datos_12010010,7.766388889,-76.85527778,1972-04-16,1972-04-16,1972-04-16,10.0,12.0,197.0,391.0,391.0,NO
datos_12010010,7.766388889,-76.85527778,1972-04-17,1972-04-17,1972-04-17,27.0,22.0,207.0,401.0,401.0,NO
datos_12010010,7.766388889,-76.85527778,1972-04-26,1972-04-26,1972-04-26,26.0,37.0,99.0,428.0,428.0,NO
datos_12010010,7.766388889,-76.85527778,1972-04-27,1972-04-27,1972-04-27,27.0,63.0,125.0,454.0,454.0,NO
datos_12010010,7.766388889,-76.85527778,1972-04-28,1972-04-28,1972-04-28,42.0,80.0,152.0,481.0,481.0,NO
datos_12010010,7.766388889,-76.85527778,1972-04-29,1972-04-29,1972-04-29,10.0,95.0,174.0,523.0,523.0,NO
datos_12010010,7.766388889,-76.85527778,1972-05-01,1972-05-01,1972-05-01,61.0,105.0,164.0,533.0,533.0,NO
datos_12010010,7.766388889,-76.85527778,1972-05-02,1972-05-02,1972-05-02,10.0,166.0,215.0,584.0,594.0,NO
datos_12010010,7.766388889,-76.85527778,1972-05-04,1972-05-04,1972-05-04,25.0,176.0,225.0,410.0,604.0,NO
datos_12010010,7.766388889,-76.85527778,1972-05-06,1972-05-06,1972-05-06,10.0,201.0,250.0,435.0,629.0,NO
datos_12010010,7.766388889,-76.85527778,1972-05-09,1972-05-09,1972-05-09,35.0,158.0,260.0,445.0,639.0,NO
datos_12010010,7.766388889,-76.85527778,1972-05-10,1972-05-10,1972-05-10,10.0,151.0,295.0,480.0,674.0,NO
datos_12010010,7.766388889,-76.85527778,1972-05-11,1972-05-11,1972-05-11,15.0,151.0,305.0,490.0,684.0,NO
datos_12010010,7.766388889,-76.85527778,1972-05-12,1972-05-12,1972-05-12,12.0,166.0,308.0,505.0,699.0,NO
datos_12010010,7.766388889,-76.85527778,1972-05-14,1972-05-14,1972-05-14,60.0,107.0,320.0,517.0,711.0,NO
datos_12010010,7.766388889,-76.85527778,1972-05-17,1972-05-17,1972-05-17,24.0,142.0,380.0,577.0,771.0,NO
datos_12010010,7.766388889,-76.85527778,1972-05-18,1972-05-18,1972-05-18,54.0,156.0,394.0,601.0,795.0,NO
datos_12010010,7.766388889,-76.85527778,1972-05-19,1972-05-19,1972-05-19,15.0,210.0,421.0,655.0,849.0,NO
datos_12010010,7.766388889,-76.85527778,1972-05-22,1972-05-22,1972-05-22,10.0,180.0,436.0,565.0,864.0,NO
